date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
12/1/2020,Barking and Dagenham,E09000002,-34,-8,22,-34,-35,13
12/2/2020,Barking and Dagenham,E09000002,-20,-2,8,-34,-30,11
12/3/2020,Barking and Dagenham,E09000002,-25,-12,-14,-32,-30,11
12/4/2020,Barking and Dagenham,E09000002,-23,-1,5,-29,-28,11
12/5/2020,Barking and Dagenham,E09000002,-24,-8,13,-28,-16,6
12/6/2020,Barking and Dagenham,E09000002,-30,-16,-2,-31,-19,5
12/7/2020,Barking and Dagenham,E09000002,-16,-7,20,-33,-33,10
12/8/2020,Barking and Dagenham,E09000002,-18,-8,23,-30,-32,11
12/9/2020,Barking and Dagenham,E09000002,-23,-3,6,-38,-31,11
12/10/2020,Barking and Dagenham,E09000002,-19,-3,14,-33,-32,10
12/11/2020,Barking and Dagenham,E09000002,-24,-1,27,-29,-30,10
12/12/2020,Barking and Dagenham,E09000002,-29,-10,15,-27,-18,6
12/13/2020,Barking and Dagenham,E09000002,-31,-16,-16,-35,-19,5
12/14/2020,Barking and Dagenham,E09000002,-15,-6,38,-27,-36,10
12/15/2020,Barking and Dagenham,E09000002,-11,-6,26,-29,-36,10
12/16/2020,Barking and Dagenham,E09000002,-24,1,6,-40,-36,12
12/17/2020,Barking and Dagenham,E09000002,-22,0,34,-38,-38,13
12/18/2020,Barking and Dagenham,E09000002,-30,-1,10,-39,-40,15
12/19/2020,Barking and Dagenham,E09000002,-33,-6,17,-36,-23,8
12/20/2020,Barking and Dagenham,E09000002,-45,-10,19,-42,-28,8
12/21/2020,Barking and Dagenham,E09000002,-30,5,4,-50,-53,18
12/22/2020,Barking and Dagenham,E09000002,-29,7,18,-49,-56,19
12/23/2020,Barking and Dagenham,E09000002,-26,29,-5,-54,-57,20
12/24/2020,Barking and Dagenham,E09000002,-28,27,17,-56,-66,22
12/25/2020,Barking and Dagenham,E09000002,-89,-83,-5,-90,-87,34
12/26/2020,Barking and Dagenham,E09000002,-76,-57,-22,-70,-57,18
12/27/2020,Barking and Dagenham,E09000002,-57,-25,5,-55,-35,10
12/28/2020,Barking and Dagenham,E09000002,-52,-22,22,-67,-75,27
12/29/2020,Barking and Dagenham,E09000002,-41,-12,15,-61,-66,25
12/30/2020,Barking and Dagenham,E09000002,-40,3,14,-62,-64,24
12/31/2020,Barking and Dagenham,E09000002,-40,10,6,-60,-67,24
1/1/2021,Barking and Dagenham,E09000002,-79,-60,-13,-77,-81,33
1/2/2021,Barking and Dagenham,E09000002,-59,-22,1,-59,-43,17
1/3/2021,Barking and Dagenham,E09000002,-59,-30,-5,-57,-35,11
1/4/2021,Barking and Dagenham,E09000002,-43,-17,-15,-55,-52,20
1/5/2021,Barking and Dagenham,E09000002,-49,-22,-21,-56,-52,21
1/6/2021,Barking and Dagenham,E09000002,-49,-13,5,-58,-51,21
1/7/2021,Barking and Dagenham,E09000002,-50,-17,17,-56,-51,21
1/8/2021,Barking and Dagenham,E09000002,-54,-17,-2,-55,-50,22
1/9/2021,Barking and Dagenham,E09000002,-57,-19,5,-53,-34,15
1/10/2021,Barking and Dagenham,E09000002,-62,-28,-14,-55,-36,12
1/11/2021,Barking and Dagenham,E09000002,-48,-20,8,-55,-52,20
1/12/2021,Barking and Dagenham,E09000002,-50,-22,3,-55,-53,21
1/13/2021,Barking and Dagenham,E09000002,-53,-19,-31,-59,-52,20
1/14/2021,Barking and Dagenham,E09000002,-53,-22,-31,-56,-54,21
1/15/2021,Barking and Dagenham,E09000002,-51,-14,7,-54,-50,20
1/16/2021,Barking and Dagenham,E09000002,-58,-23,-25,-54,-37,15
1/17/2021,Barking and Dagenham,E09000002,-55,-23,42,-53,-36,11
1/18/2021,Barking and Dagenham,E09000002,-47,-19,10,-56,-53,18
1/19/2021,Barking and Dagenham,E09000002,-52,-23,3,-55,-53,19
1/20/2021,Barking and Dagenham,E09000002,-52,-18,-24,-58,-52,20
1/21/2021,Barking and Dagenham,E09000002,-48,-15,14,-55,-51,19
1/22/2021,Barking and Dagenham,E09000002,-50,-12,38,-53,-49,20
1/23/2021,Barking and Dagenham,E09000002,-54,-16,5,-53,-32,13
1/24/2021,Barking and Dagenham,E09000002,-62,-30,-18,-58,-36,11
1/25/2021,Barking and Dagenham,E09000002,-45,-14,31,-53,-51,18
1/26/2021,Barking and Dagenham,E09000002,-49,-22,-2,-55,-52,19
1/27/2021,Barking and Dagenham,E09000002,-50,-12,7,-56,-51,19
1/28/2021,Barking and Dagenham,E09000002,-47,-15,17,-52,-49,19
1/29/2021,Barking and Dagenham,E09000002,-47,-8,20,-49,-48,19
1/30/2021,Barking and Dagenham,E09000002,-53,-17,-41,-51,-34,14
1/31/2021,Barking and Dagenham,E09000002,-53,-19,6,-51,-33,10
2/1/2021,Barking and Dagenham,E09000002,-44,-16,14,-51,-50,18
2/2/2021,Barking and Dagenham,E09000002,-41,-16,40,-50,-51,18
2/3/2021,Barking and Dagenham,E09000002,-44,-10,1,-55,-49,19
2/4/2021,Barking and Dagenham,E09000002,-44,-12,0,-52,-49,19
2/5/2021,Barking and Dagenham,E09000002,-43,-1,70,-48,-46,18
2/6/2021,Barking and Dagenham,E09000002,-49,-10,-2,-51,-32,12
2/7/2021,Barking and Dagenham,E09000002,-60,-26,-31,-56,-36,11
2/8/2021,Barking and Dagenham,E09000002,-48,-17,45,-52,-53,19
2/9/2021,Barking and Dagenham,E09000002,-47,-16,14,-54,-53,20
2/10/2021,Barking and Dagenham,E09000002,-43,-5,-3,-55,-49,19
2/11/2021,Barking and Dagenham,E09000002,-43,-9,-2,-51,-50,19
2/12/2021,Barking and Dagenham,E09000002,-43,-4,-14,-50,-47,20
2/13/2021,Barking and Dagenham,E09000002,-48,-5,-16,-50,-33,12
2/14/2021,Barking and Dagenham,E09000002,-48,-12,-9,-50,-33,10
2/15/2021,Barking and Dagenham,E09000002,-38,-11,47,-49,-54,17
2/16/2021,Barking and Dagenham,E09000002,-40,-13,3,-50,-53,18
2/17/2021,Barking and Dagenham,E09000002,-40,-7,-7,-52,-52,18
2/18/2021,Barking and Dagenham,E09000002,-39,-7,31,-50,-52,18
2/19/2021,Barking and Dagenham,E09000002,-41,-3,19,-48,-51,19
2/20/2021,Barking and Dagenham,E09000002,-42,-5,79,-40,-30,11
2/21/2021,Barking and Dagenham,E09000002,-47,-15,82,-45,-31,9
2/22/2021,Barking and Dagenham,E09000002,-40,-11,9,-49,-50,17
2/23/2021,Barking and Dagenham,E09000002,-36,-10,69,-47,-49,17
2/24/2021,Barking and Dagenham,E09000002,-38,-4,59,-52,-47,17
2/25/2021,Barking and Dagenham,E09000002,-39,-7,33,-49,-48,17
2/26/2021,Barking and Dagenham,E09000002,-33,4,104,-44,-45,16
2/27/2021,Barking and Dagenham,E09000002,-38,-4,94,-41,-27,10
2/28/2021,Barking and Dagenham,E09000002,-44,-11,60,-48,-31,9
3/1/2021,Barking and Dagenham,E09000002,-34,-8,33,-47,-49,16
3/2/2021,Barking and Dagenham,E09000002,-35,-10,36,-48,-49,17
3/3/2021,Barking and Dagenham,E09000002,-41,-10,-16,-51,-47,17
3/4/2021,Barking and Dagenham,E09000002,-39,-3,16,-49,-48,17
3/5/2021,Barking and Dagenham,E09000002,-38,2,28,-45,-45,17
3/6/2021,Barking and Dagenham,E09000002,-41,-2,17,-43,-28,11
3/7/2021,Barking and Dagenham,E09000002,-44,-8,47,-45,-29,8
3/8/2021,Barking and Dagenham,E09000002,-27,5,54,-41,-45,14
3/9/2021,Barking and Dagenham,E09000002,-31,-4,97,-41,-44,14
3/10/2021,Barking and Dagenham,E09000002,-39,-4,-13,-46,-43,15
3/11/2021,Barking and Dagenham,E09000002,-34,0,25,-42,-43,14
3/12/2021,Barking and Dagenham,E09000002,-35,6,40,-37,-40,14
3/13/2021,Barking and Dagenham,E09000002,-41,2,2,-39,-28,10
3/14/2021,Barking and Dagenham,E09000002,-42,-6,34,-42,-25,7
3/15/2021,Barking and Dagenham,E09000002,-32,-3,41,-41,-43,12
3/16/2021,Barking and Dagenham,E09000002,-34,-7,32,-38,-43,13
3/17/2021,Barking and Dagenham,E09000002,-33,1,28,-42,-41,13
3/18/2021,Barking and Dagenham,E09000002,-34,-2,20,-41,-41,14
3/19/2021,Barking and Dagenham,E09000002,-32,8,89,-34,-38,13
3/20/2021,Barking and Dagenham,E09000002,-38,-1,45,-41,-27,10
3/21/2021,Barking and Dagenham,E09000002,-40,-11,62,-41,-25,8
3/22/2021,Barking and Dagenham,E09000002,-29,-1,114,-38,-42,12
3/23/2021,Barking and Dagenham,E09000002,-32,-4,76,-39,-42,13
3/24/2021,Barking and Dagenham,E09000002,-33,2,50,-43,-39,13
3/25/2021,Barking and Dagenham,E09000002,-33,-1,34,-39,-40,13
3/26/2021,Barking and Dagenham,E09000002,-35,3,24,-38,-38,13
3/27/2021,Barking and Dagenham,E09000002,-37,-3,51,-36,-26,9
3/28/2021,Barking and Dagenham,E09000002,-43,-13,26,-43,-27,8
3/29/2021,Barking and Dagenham,E09000002,-24,5,183,-35,-40,11
3/30/2021,Barking and Dagenham,E09000002,-26,1,180,-36,-41,11
3/31/2021,Barking and Dagenham,E09000002,-22,11,96,-39,-39,11
4/1/2021,Barking and Dagenham,E09000002,-16,17,95,-34,-40,11
4/2/2021,Barking and Dagenham,E09000002,-37,8,92,-52,-67,22
4/3/2021,Barking and Dagenham,E09000002,-39,5,47,-41,-33,9
4/4/2021,Barking and Dagenham,E09000002,-51,-35,158,-34,-33,5
4/5/2021,Barking and Dagenham,E09000002,-36,-9,90,-61,-73,23
4/6/2021,Barking and Dagenham,E09000002,-31,-6,58,-43,-50,15
4/7/2021,Barking and Dagenham,E09000002,-30,1,40,-46,-49,15
4/8/2021,Barking and Dagenham,E09000002,-32,-1,69,-43,-48,14
4/9/2021,Barking and Dagenham,E09000002,-34,1,90,-40,-45,15
4/10/2021,Barking and Dagenham,E09000002,-40,-4,22,-39,-26,9
4/11/2021,Barking and Dagenham,E09000002,-38,-10,78,-37,-25,7
4/12/2021,Barking and Dagenham,E09000002,-8,-4,72,-34,-46,11
4/13/2021,Barking and Dagenham,E09000002,-16,-6,70,-38,-47,13
4/14/2021,Barking and Dagenham,E09000002,-17,1,62,-41,-46,12
4/15/2021,Barking and Dagenham,E09000002,-16,-3,45,-38,-45,12
4/16/2021,Barking and Dagenham,E09000002,-21,4,87,-33,-44,12
4/17/2021,Barking and Dagenham,E09000002,-25,-2,91,-26,-23,5
4/18/2021,Barking and Dagenham,E09000002,-25,-8,106,-26,-23,4
4/19/2021,Barking and Dagenham,E09000002,-14,0,119,-31,-38,9
4/20/2021,Barking and Dagenham,E09000002,-16,-2,92,-29,-38,10
4/21/2021,Barking and Dagenham,E09000002,-16,4,61,-35,-37,10
4/22/2021,Barking and Dagenham,E09000002,-13,5,97,-28,-36,9
4/23/2021,Barking and Dagenham,E09000002,-17,8,97,-26,-33,9
4/24/2021,Barking and Dagenham,E09000002,-23,-1,88,-25,-23,4
4/25/2021,Barking and Dagenham,E09000002,-27,-9,64,-31,-24,4
4/26/2021,Barking and Dagenham,E09000002,-14,-1,93,-32,-36,9
4/27/2021,Barking and Dagenham,E09000002,-16,-3,86,-29,-37,9
4/28/2021,Barking and Dagenham,E09000002,-19,2,34,-35,-36,10
4/29/2021,Barking and Dagenham,E09000002,-14,7,68,-28,-35,9
4/30/2021,Barking and Dagenham,E09000002,-14,14,80,-23,-33,8
5/1/2021,Barking and Dagenham,E09000002,-20,4,61,-24,-25,5
5/2/2021,Barking and Dagenham,E09000002,-29,-12,48,-28,-27,4
5/3/2021,Barking and Dagenham,E09000002,-27,-16,54,-54,-73,21
5/4/2021,Barking and Dagenham,E09000002,-18,-2,32,-29,-38,10
5/5/2021,Barking and Dagenham,E09000002,-19,5,40,-34,-35,10
5/6/2021,Barking and Dagenham,E09000002,-15,4,73,-28,-36,9
5/7/2021,Barking and Dagenham,E09000002,-17,6,76,-28,-32,8
5/8/2021,Barking and Dagenham,E09000002,-28,-4,1,-29,-23,7
5/9/2021,Barking and Dagenham,E09000002,-25,-8,90,-25,-24,4
5/10/2021,Barking and Dagenham,E09000002,-10,3,90,-30,-36,9
5/11/2021,Barking and Dagenham,E09000002,-11,2,86,-27,-36,9
5/12/2021,Barking and Dagenham,E09000002,-11,11,76,-33,-39,9
5/13/2021,Barking and Dagenham,E09000002,-19,-3,31,-33,-43,9
5/14/2021,Barking and Dagenham,E09000002,-17,6,70,-28,-37,9
5/15/2021,Barking and Dagenham,E09000002,-23,-5,27,-30,-27,5
5/16/2021,Barking and Dagenham,E09000002,-28,-10,25,-33,-27,5
5/17/2021,Barking and Dagenham,E09000002,-13,-4,46,-30,-38,8
5/18/2021,Barking and Dagenham,E09000002,-12,-2,77,-25,-38,9
5/19/2021,Barking and Dagenham,E09000002,-11,5,58,-33,-37,9
5/20/2021,Barking and Dagenham,E09000002,-9,5,52,-32,-36,8
5/21/2021,Barking and Dagenham,E09000002,-18,4,30,-28,-34,8
5/22/2021,Barking and Dagenham,E09000002,-16,-4,43,-28,-25,3
5/23/2021,Barking and Dagenham,E09000002,-18,-11,43,-30,-25,3
5/24/2021,Barking and Dagenham,E09000002,-9,-1,64,-32,-38,9
5/25/2021,Barking and Dagenham,E09000002,-10,-4,72,-31,-37,9
5/26/2021,Barking and Dagenham,E09000002,-7,9,75,-33,-35,8
5/27/2021,Barking and Dagenham,E09000002,-3,6,116,-26,-34,7
5/28/2021,Barking and Dagenham,E09000002,-3,10,98,-24,-31,5
5/29/2021,Barking and Dagenham,E09000002,-11,2,109,-19,-22,0
5/30/2021,Barking and Dagenham,E09000002,-8,-7,123,-20,-25,-1
5/31/2021,Barking and Dagenham,E09000002,-7,-4,207,-46,-73,13
6/1/2021,Barking and Dagenham,E09000002,-1,3,164,-30,-48,8
6/2/2021,Barking and Dagenham,E09000002,-3,9,126,-34,-46,9
6/3/2021,Barking and Dagenham,E09000002,-1,9,145,-31,-46,8
6/4/2021,Barking and Dagenham,E09000002,-17,-2,8,-35,-43,10
6/5/2021,Barking and Dagenham,E09000002,-9,4,123,-17,-19,1
6/6/2021,Barking and Dagenham,E09000002,-13,-6,104,-22,-21,1
6/7/2021,Barking and Dagenham,E09000002,-1,10,138,-25,-35,7
6/8/2021,Barking and Dagenham,E09000002,-3,7,138,-25,-35,7
6/9/2021,Barking and Dagenham,E09000002,-2,16,124,-29,-33,7
6/10/2021,Barking and Dagenham,E09000002,0,12,135,-25,-33,7
6/11/2021,Barking and Dagenham,E09000002,-6,12,114,-22,-29,6
6/12/2021,Barking and Dagenham,E09000002,-12,6,131,-11,-16,1
6/13/2021,Barking and Dagenham,E09000002,-13,0,117,-14,-19,-1
6/14/2021,Barking and Dagenham,E09000002,-5,9,126,-27,-36,7
6/15/2021,Barking and Dagenham,E09000002,-3,6,116,-27,-34,7
6/16/2021,Barking and Dagenham,E09000002,-3,14,96,-28,-34,7
6/17/2021,Barking and Dagenham,E09000002,-10,6,31,-29,-34,8
6/18/2021,Barking and Dagenham,E09000002,-14,4,11,-31,-32,8
6/19/2021,Barking and Dagenham,E09000002,-14,1,39,-25,-19,3
6/20/2021,Barking and Dagenham,E09000002,-11,-7,54,-30,-18,2
6/21/2021,Barking and Dagenham,E09000002,-10,0,32,-34,-36,8
6/22/2021,Barking and Dagenham,E09000002,-7,1,71,-29,-36,7
6/23/2021,Barking and Dagenham,E09000002,-5,9,98,-34,-33,7
6/24/2021,Barking and Dagenham,E09000002,-6,12,104,-28,-32,7
6/25/2021,Barking and Dagenham,E09000002,-5,11,83,-23,-31,6
6/26/2021,Barking and Dagenham,E09000002,-9,1,105,-13,-20,1
6/27/2021,Barking and Dagenham,E09000002,-10,-10,55,-23,-21,2
6/28/2021,Barking and Dagenham,E09000002,-6,2,75,-30,-36,7
6/29/2021,Barking and Dagenham,E09000002,-11,-4,50,-32,-36,7
6/30/2021,Barking and Dagenham,E09000002,-5,9,62,-34,-34,6
7/1/2021,Barking and Dagenham,E09000002,-2,10,107,-28,-34,6
7/2/2021,Barking and Dagenham,E09000002,-4,11,103,-25,-31,6
7/3/2021,Barking and Dagenham,E09000002,-14,-1,67,-22,-18,2
7/4/2021,Barking and Dagenham,E09000002,-14,-7,78,-26,-19,2
7/5/2021,Barking and Dagenham,E09000002,0,4,87,-29,-35,7
7/6/2021,Barking and Dagenham,E09000002,-9,-3,27,-29,-36,9
7/7/2021,Barking and Dagenham,E09000002,0,9,62,-31,-35,7
7/8/2021,Barking and Dagenham,E09000002,-3,9,96,-29,-35,8
7/9/2021,Barking and Dagenham,E09000002,-5,10,108,-26,-32,7
7/10/2021,Barking and Dagenham,E09000002,-10,1,69,-20,-20,2
7/11/2021,Barking and Dagenham,E09000002,-9,-3,74,-14,-17,0
7/12/2021,Barking and Dagenham,E09000002,-5,-1,87,-31,-38,8
7/13/2021,Barking and Dagenham,E09000002,-4,0,107,-22,-37,8
7/14/2021,Barking and Dagenham,E09000002,-1,10,99,-26,-35,7
7/15/2021,Barking and Dagenham,E09000002,-4,9,88,-25,-35,7
7/16/2021,Barking and Dagenham,E09000002,-2,13,122,-24,-32,6
7/17/2021,Barking and Dagenham,E09000002,-12,2,106,-22,-21,0
7/18/2021,Barking and Dagenham,E09000002,-12,-2,103,-25,-21,-1
7/19/2021,Barking and Dagenham,E09000002,2,12,115,-31,-42,8
7/20/2021,Barking and Dagenham,E09000002,-4,-1,128,-31,-46,7
7/21/2021,Barking and Dagenham,E09000002,-3,12,100,-30,-42,8
7/22/2021,Barking and Dagenham,E09000002,-3,8,130,-31,-43,8
7/23/2021,Barking and Dagenham,E09000002,-6,7,109,-28,-41,7
7/24/2021,Barking and Dagenham,E09000002,-17,-6,69,-25,-23,2
7/25/2021,Barking and Dagenham,E09000002,-17,-15,29,-24,-21,1
7/26/2021,Barking and Dagenham,E09000002,-1,1,137,-36,-48,8
7/27/2021,Barking and Dagenham,E09000002,-6,-4,99,-36,-47,10
7/28/2021,Barking and Dagenham,E09000002,-11,-4,29,-39,-46,10
7/29/2021,Barking and Dagenham,E09000002,-2,9,119,-33,-45,8
7/30/2021,Barking and Dagenham,E09000002,-12,0,30,-35,-43,9
7/31/2021,Barking and Dagenham,E09000002,-11,-4,49,-22,-22,1
8/1/2021,Barking and Dagenham,E09000002,-11,-10,66,-27,-23,0
8/2/2021,Barking and Dagenham,E09000002,-2,0,115,-36,-48,8
8/3/2021,Barking and Dagenham,E09000002,-3,-4,115,-35,-49,9
8/4/2021,Barking and Dagenham,E09000002,-4,4,120,-34,-47,8
8/5/2021,Barking and Dagenham,E09000002,-9,2,66,-30,-47,8
8/6/2021,Barking and Dagenham,E09000002,-14,1,39,-31,-44,9
8/7/2021,Barking and Dagenham,E09000002,-19,-10,19,-27,-23,2
8/8/2021,Barking and Dagenham,E09000002,-16,-13,35,-28,-23,1
8/9/2021,Barking and Dagenham,E09000002,-7,-5,54,-35,-49,9
8/10/2021,Barking and Dagenham,E09000002,-6,-3,128,-31,-47,8
8/11/2021,Barking and Dagenham,E09000002,-6,5,120,-34,-47,8
8/12/2021,Barking and Dagenham,E09000002,-6,2,93,-31,-47,8
8/13/2021,Barking and Dagenham,E09000002,-10,3,88,-33,-43,8
8/14/2021,Barking and Dagenham,E09000002,-14,-6,123,-19,-21,0
8/15/2021,Barking and Dagenham,E09000002,-15,-13,112,-19,-20,-2
8/16/2021,Barking and Dagenham,E09000002,-6,-4,93,-35,-49,8
8/17/2021,Barking and Dagenham,E09000002,-9,-8,65,-35,-48,9
8/18/2021,Barking and Dagenham,E09000002,-8,3,78,-35,-46,8
8/19/2021,Barking and Dagenham,E09000002,-5,1,102,-34,-46,8
8/20/2021,Barking and Dagenham,E09000002,-12,2,86,-33,-43,7
